'', DOI, BibTeX Citation, Plain Text Citation, Plain Text Citation Style
0,"https://doi.org/10.1016/j.scitotenv.2005.11.006"," @article{Mas_2006, title={An assay on the effect of preliminary restoration tasks applied to a large TENORM wastes disposal in the south-west of Spain}, volume={364}, ISSN={0048-9697}, url={http://dx.doi.org/10.1016/j.scitotenv.2005.11.006}, DOI={10.1016/j.scitotenv.2005.11.006}, number={1–3}, journal={Science of The Total Environment}, publisher={Elsevier BV}, author={Mas, J.L. and San Miguel, E.G. and Bolívar, J.P. and Vaca, F. and Pérez-Moreno, J.P.}, year={2006}, month=jul, pages={55–66} } ","Mas, J. L., et al. “An Assay on the Effect of Preliminary Restoration Tasks Applied to a Large TENORM Wastes Disposal in the South-West of Spain.” Science of The Total Environment, vol. 364, no. 1–3, July 2006, pp. 55–66. Crossref, https://doi.org/10.1016/j.scitotenv.2005.11.006. ","mla"
0,"https://doi.org/10.1103/physrevb.35.5910"," @article{Jacob_1987, title={Potassium-induced empty electronic states on Ag(110)}, volume={35}, ISSN={0163-1829}, url={http://dx.doi.org/10.1103/physrevb.35.5910}, DOI={10.1103/physrevb.35.5910}, number={11}, journal={Physical Review B}, publisher={American Physical Society (APS)}, author={Jacob, W. and Bertel, E. and Dose, V.}, year={1987}, month=apr, pages={5910–5912} } ","Jacob, W., et al. “Potassium-Induced Empty Electronic States on Ag(110).” Physical Review B, vol. 35, no. 11, Apr. 1987, pp. 5910–12. Crossref, https://doi.org/10.1103/physrevb.35.5910. ","mla"
0,"https://doi.org/10.1001/jamanetworkopen.2023.17188"," @article{Rashidi_2023, title={Analysis of Antibiotic Exposure and Development of Acute Graft-vs-Host Disease Following Allogeneic Hematopoietic Cell Transplantation}, volume={6}, ISSN={2574-3805}, url={http://dx.doi.org/10.1001/jamanetworkopen.2023.17188}, DOI={10.1001/jamanetworkopen.2023.17188}, number={6}, journal={JAMA Network Open}, publisher={American Medical Association (AMA)}, author={Rashidi, Armin and Gao, Fei and Fredricks, David N. and Pergam, Steven A. and Mielcarek, Marco and Milano, Filippo and Sandmaier, Brenda M. and Lee, Stephanie J.}, year={2023}, month=jun, pages={e2317188} } ","Rashidi, Armin, Fei Gao, David N. Fredricks, Steven A. Pergam, Marco Mielcarek, Filippo Milano, Brenda M. Sandmaier, and Stephanie J. Lee. 2023. “Analysis of Antibiotic Exposure and Development of Acute Graft-vs-Host Disease Following Allogeneic Hematopoietic Cell Transplantation.” JAMA Network Open 6 (6): e2317188. https://doi.org/10.1001/jamanetworkopen.2023.17188. ","chicago-author-date"
0,"https://doi.org/10.1016/j.cemconcomp.2007.10.005"," @article{Poon_2008, title={The effect of aggregate-to-cement ratio and types of aggregates on the properties of pre-cast concrete blocks}, volume={30}, ISSN={0958-9465}, url={http://dx.doi.org/10.1016/j.cemconcomp.2007.10.005}, DOI={10.1016/j.cemconcomp.2007.10.005}, number={4}, journal={Cement and Concrete Composites}, publisher={Elsevier BV}, author={Poon, Chi Sun and Lam, Chi Sing}, year={2008}, month=apr, pages={283–289} } ","Poon, Chi Sun, and Chi Sing Lam. 2008. “The Effect of Aggregate-to-Cement Ratio and Types of Aggregates on the Properties of Pre-Cast Concrete Blocks.” Cement and Concrete Composites 30 (4): 283–89. https://doi.org/10.1016/j.cemconcomp.2007.10.005. ","chicago-author-date"
0,"https://doi.org/10.2307/3349387"," @article{Larsen_1971, title={Behavioral Science in the Faculty of Medicine: University of Alberta}, volume={49}, ISSN={0026-3745}, url={http://dx.doi.org/10.2307/3349387}, DOI={10.2307/3349387}, number={2}, journal={The Milbank Memorial Fund Quarterly}, publisher={JSTOR}, author={Larsen, Donald E.}, year={1971}, month=apr, pages={219} } ","Larsen, Donald E. 1971. “Behavioral Science in the Faculty of Medicine: University of Alberta.” The Milbank Memorial Fund Quarterly 49 (2): 219. https://doi.org/10.2307/3349387. ","chicago-author-date"
0,"https://doi.org/10.3109/01050398609070690"," @article{Hirsch_1986, title={The Stapedius Reflex Test Studied with Laboratory and Commercial Equipment in Acoustic Neurinomas}, volume={15}, ISSN={0105-0397}, url={http://dx.doi.org/10.3109/01050398609070690}, DOI={10.3109/01050398609070690}, number={3}, journal={Scandinavian Audiology}, publisher={Informa UK Limited}, author={Hirsch, Anita and Löfqvist, Lennart}, year={1986}, month=jan, pages={147–150} } ","Hirsch, Anita, and Lennart Löfqvist. 1986. “The Stapedius Reflex Test Studied with Laboratory and Commercial Equipment in Acoustic Neurinomas.” Scandinavian Audiology 15 (3): 147–50. https://doi.org/10.3109/01050398609070690. ","chicago-author-date"
0,"https://doi.org/10.1093/oso/9780198508472.003.0002"," @article{Fra_sto_da_Silva_2001, title={The Chemical Elements in Biology}, ISBN={9781383021929}, url={http://dx.doi.org/10.1093/oso/9780198508472.003.0002}, DOI={10.1093/oso/9780198508472.003.0002}, journal={The Biological Chemistry of the Elements}, publisher={Oxford University PressOxford}, author={Fraústo da Silva, J J R and Williams, R J P}, year={2001}, month=aug, pages={4–28} } ","Fraústo da Silva, J. J. R., and R. J. P. Williams. “The Chemical Elements in Biology.” The Biological Chemistry of the Elements, Aug. 2001, pp. 4–28. Crossref, https://doi.org/10.1093/oso/9780198508472.003.0002. ","mla"
0,"https://doi.org/10.1016/s0037-6337(05)70430-7"," @article{LEVENSON_2005, title={Electronic Health Records Spark Identifier Debate}, volume={36}, ISSN={0037-6337}, url={http://dx.doi.org/10.1016/s0037-6337(05)70430-7}, DOI={10.1016/s0037-6337(05)70430-7}, number={7}, journal={Skin &amp; Allergy News}, publisher={Elsevier BV}, author={LEVENSON, DEBORAH}, year={2005}, month=jul, pages={68} } ","LEVENSON, DEBORAH. “Electronic Health Records Spark Identifier Debate.” Skin &amp; Allergy News, vol. 36, no. 7, July 2005, p. 68. Crossref, https://doi.org/10.1016/s0037-6337(05)70430-7. ","mla"
0,"https://doi.org/10.1016/0584-8539(88)80142-9"," @article{Thulstrup_1988, title={Polarized absorption spectroscopy of molecules aligned in stretched polymers bl}, volume={44}, ISSN={0584-8539}, url={http://dx.doi.org/10.1016/0584-8539(88)80142-9}, DOI={10.1016/0584-8539(88)80142-9}, number={8}, journal={Spectrochimica Acta Part A: Molecular Spectroscopy}, publisher={Elsevier BV}, author={Thulstrup, Erik W. and Michl, Josef}, year={1988}, month=jan, pages={767–782} } ","Thulstrup, Erik W., and Josef Michl. 1988. “Polarized Absorption Spectroscopy of Molecules Aligned in Stretched Polymers Bl.” Spectrochimica Acta Part A: Molecular Spectroscopy 44 (8): 767–82. https://doi.org/10.1016/0584-8539(88)80142-9. ","chicago-author-date"
0,"https://doi.org/10.1115/gt2012-69795"," @article{de_Wet_2012, title={Performance Investigation of a Turbocharger Compressor}, url={http://dx.doi.org/10.1115/gt2012-69795}, DOI={10.1115/gt2012-69795}, journal={Volume 8: Turbomachinery, Parts A, B, and C}, publisher={American Society of Mechanical Engineers}, author={de Wet, A. L. and von Backström, T. W. and van der Spuy, S. J.}, year={2012}, month=jun } ","Wet, A. L. de, T. W. von Backström, and S. J. van der Spuy. 2012. “Performance Investigation of a Turbocharger Compressor.” Volume 8: Turbomachinery, Parts A, B, and C, June. https://doi.org/10.1115/gt2012-69795. ","chicago-author-date"
0,"https://doi.org/10.2139/ssrn.2565862"," @article{Mejia_Trejo_2015, title={Modelo Conceptual De M-Learning Como Innovaciin Para La Gestiin Del Aprendizaje (Conceptual Model of M-Learning as an Innovation Management Learning)}, ISSN={1556-5068}, url={http://dx.doi.org/10.2139/ssrn.2565862}, DOI={10.2139/ssrn.2565862}, journal={SSRN Electronic Journal}, publisher={Elsevier BV}, author={Mejia-Trejo, Juan and Sanchez-Gutierrez, Jose and De Jesus-Vizcaino, Antonio}, year={2015} } ","Mejia-Trejo, Juan, et al. “Modelo Conceptual De M-Learning Como Innovaciin Para La Gestiin Del Aprendizaje (Conceptual Model of M-Learning as an Innovation Management Learning).” SSRN Electronic Journal, 2015. Crossref, https://doi.org/10.2139/ssrn.2565862. ","mla"
0,"https://doi.org/10.1002/essoar.10504967.1"," @article{Bastrakova_2020, title={Metadata to the rescue – enabling understanding of data and fitness for use through quality descriptions that also trace its history}, url={http://dx.doi.org/10.1002/essoar.10504967.1}, DOI={10.1002/essoar.10504967.1}, publisher={Wiley}, author={Bastrakova, Irina}, year={2020}, month=nov } ","Bastrakova, I. (2020). Metadata to the rescue – enabling understanding of data and fitness for use through quality descriptions that also trace its history. https://doi.org/10.1002/essoar.10504967.1 ","apa"
0,"https://doi.org/10.1101/2023.07.24.550252"," @article{feng_Yu_2023, title={Protein Assembly Modulation: A New Approach to ALS Therapeutics}, url={http://dx.doi.org/10.1101/2023.07.24.550252}, DOI={10.1101/2023.07.24.550252}, publisher={Cold Spring Harbor Laboratory}, author={feng Yu, Shao and Paulvannan, Kumar and Solas, Dennis and Lingappa, Anuradha F. and Moreira, Ana Raquel and Sahu, Shriya and Michon, Maya and Goldsmith, Danielle and DeYarman, Nicholas and Mallesh, Suguna and Prasad, M. Dharma and Maios, Claudia and Ruan, Kai and Tomassy, Giulio S. and Jensen, Elizabeth and McGuirk, Emma and Bader, Verian and Mueller-Schiffmann, Andreas and Reed, Jonathan C. and Lingappa, Jaisri R. and Asundi, Vinod and Hong, Shi and Jacobsen, Steve and Ostrow, Lyle and Lloyd, Tom and Parker, Alex and Staats, Kim A. and Ichida, Justin and Dodge, James and Dey, Debendranath and Korth, Carsten and Selvarajah, Suganya and Lingappa, Vishwanath R. and Rosenfeld, Jeffrey}, year={2023}, month=jul } ","Yu, Shao feng, Kumar Paulvannan, Dennis Solas, Anuradha F. Lingappa, Ana Raquel Moreira, Shriya Sahu, Maya Michon, et al. 2023. “Protein Assembly Modulation: A New Approach to ALS Therapeutics,” July. https://doi.org/10.1101/2023.07.24.550252. ","chicago-author-date"
0,"https://doi.org/10.1002/jum.15473"," @article{Kanamoto_2020, title={Effect of <scp>Ultrasound‐Guided</scp> Hydrorelease of the Multifidus Muscle on Acute Low Back Pain}, volume={40}, ISSN={1550-9613}, url={http://dx.doi.org/10.1002/jum.15473}, DOI={10.1002/jum.15473}, number={5}, journal={Journal of Ultrasound in Medicine}, publisher={Wiley}, author={Kanamoto, Hirohito and Orita, Sumihisa and Inage, Kazuhide and Shiga, Yasuhiro and Abe, Koki and Eguchi, Yawara and Ohtori, Seiji}, year={2020}, month=aug, pages={981–987} } ","Kanamoto, H., S. Orita, K. Inage, Y. Shiga, K. Abe, Y. Eguchi & S. Ohtori, 2020. Effect of <scp>Ultrasound‐Guided</scp> Hydrorelease of the Multifidus Muscle on Acute Low Back Pain. Journal of Ultrasound in Medicine, 40: 981–987. Wiley. ","ecoscience"
0,"https://doi.org/10.1016/j.physletb.2005.10.028"," @article{Kim_2006, title={Improved BFT embedding having chain-structure}, volume={632}, ISSN={0370-2693}, url={http://dx.doi.org/10.1016/j.physletb.2005.10.028}, DOI={10.1016/j.physletb.2005.10.028}, number={2–3}, journal={Physics Letters B}, publisher={Elsevier BV}, author={Kim, Yong-Wan and Ee, Chang-Young and Kim, Seung-Kook and Park, Young-Jai}, year={2006}, month=jan, pages={427–432} } ","Kim, Yong-Wan, Chang-Young Ee, Seung-Kook Kim, and Young-Jai Park. 2006. “Improved BFT Embedding Having Chain-Structure.” Physics Letters B 632 (2–3): 427–32. https://doi.org/10.1016/j.physletb.2005.10.028. ","chicago-author-date"
0,"https://doi.org/10.1201/b18325-21"," @article{2015, ISBN={9780429172533}, url={http://dx.doi.org/10.1201/b18325-21}, DOI={10.1201/b18325-21}, journal={Data Science in R}, publisher={Chapman and Hall/CRC}, year={2015}, month=apr, pages={481–530} } ","Exploring Data Science Jobs with Web Scraping and Text Mining, 2015. . Data Science in R 481–530. https://doi.org/10.1201/b18325-21 ","elsevier-harvard"
0,"https://doi.org/10.1109/mwsym.2001.966954"," @article{Seo, title={Nonlinear distortion suppression in directly modulated DFB lasers by sidemode optical injection}, url={http://dx.doi.org/10.1109/mwsym.2001.966954}, DOI={10.1109/mwsym.2001.966954}, journal={2001 IEEE MTT-S International Microwave Sympsoium Digest (Cat. No.01CH37157)}, publisher={IEEE}, author={Seo, J.-H. and Seo, Y.-K. and Choi, W.-Y.} } ","Seo, J.-H., Y.-K. Seo & W.-Y. Choi, (in press). Nonlinear distortion suppression in directly modulated DFB lasers by sidemode optical injection. 2001 IEEE MTT-S International Microwave Sympsoium Digest (Cat. No.01CH37157). IEEE. ","ecoscience"
0,"https://doi.org/10.1353/eca.2022.0021"," @article{Darity_2022, title={Comments and Discussion}, volume={2022}, ISSN={1533-4465}, url={http://dx.doi.org/10.1353/eca.2022.0021}, DOI={10.1353/eca.2022.0021}, number={1}, journal={Brookings Papers on Economic Activity}, publisher={Project MUSE}, author={Darity, William A. and Moll, Benjamin}, year={2022}, month=mar, pages={48–63} } ","Darity, W.A., Moll, B., 2022. Comments and Discussion. Brookings Papers on Economic Activity 2022, 48–63. https://doi.org/10.1353/eca.2022.0021 ","elsevier-harvard"
0,"https://doi.org/10.1136/bmj.307.6916.1373"," @article{Kemm_1993, title={Alcohol and heart disease: the implications of the U-shaped curve.}, volume={307}, ISSN={1468-5833}, url={http://dx.doi.org/10.1136/bmj.307.6916.1373}, DOI={10.1136/bmj.307.6916.1373}, number={6916}, journal={BMJ}, publisher={BMJ}, author={Kemm, J}, year={1993}, month=nov, pages={1373–1374} } ","Kemm, J. “Alcohol and Heart Disease: The Implications of the U-Shaped Curve.” BMJ, vol. 307, no. 6916, Nov. 1993, pp. 1373–74. Crossref, https://doi.org/10.1136/bmj.307.6916.1373. ","mla"
0,"https://doi.org/10.1097/00001888-199512000-00010"," @article{Altman_1995, title={Revising the Definition of the Generalist Physician}, volume={70}, ISSN={1040-2446}, url={http://dx.doi.org/10.1097/00001888-199512000-00010}, DOI={10.1097/00001888-199512000-00010}, number={12}, journal={Academic Medicine}, publisher={Ovid Technologies (Wolters Kluwer Health)}, author={Altman, David F.}, year={1995}, month=dec, pages={1087–1090} } ","Altman, D.F., 1995. Revising the Definition of the Generalist Physician. Academic Medicine 70, 1087–1090. https://doi.org/10.1097/00001888-199512000-00010 ","elsevier-harvard"
0,"https://doi.org/10.1016/j.marchem.2023.104332"," @article{Qiu_2023, title={Autonomous high-frequency time-series observations of total alkalinity in dynamic estuarine waters}, volume={257}, ISSN={0304-4203}, url={http://dx.doi.org/10.1016/j.marchem.2023.104332}, DOI={10.1016/j.marchem.2023.104332}, journal={Marine Chemistry}, publisher={Elsevier BV}, author={Qiu, Li and Esposito, Mario and Martínez-Cabanas, María and Achterberg, Eric P. and Li, Quanlong}, year={2023}, month=nov, pages={104332} } ","Qiu, L., Esposito, M., Martínez-Cabanas, M., Achterberg, E. P., & Li, Q. (2023). Autonomous high-frequency time-series observations of total alkalinity in dynamic estuarine waters. Marine Chemistry, 257, 104332. https://doi.org/10.1016/j.marchem.2023.104332 ","apa"
0,"https://doi.org/10.1145/30851.275627"," @article{Ware_1986, title={An evaluation of an eye tracker as a device for computer input2}, volume={17}, ISSN={0736-6906}, url={http://dx.doi.org/10.1145/30851.275627}, DOI={10.1145/30851.275627}, number={SI}, journal={ACM SIGCHI Bulletin}, publisher={Association for Computing Machinery (ACM)}, author={Ware, Colin and Mikaelian, Harutune H.}, year={1986}, month=may, pages={183–188} } ","Ware, C., & Mikaelian, H. H. (1986). An evaluation of an eye tracker as a device for computer input2. ACM SIGCHI Bulletin, 17(SI), 183–188. https://doi.org/10.1145/30851.275627 ","apa"
0,"https://doi.org/10.1002/slct.201803706"," @article{Luo_2019, title={Three‐Dimensional Ordered Structures of Metal‐Organic Frameworks for Carbon Tetrachloride Sensing and Comparative Study}, volume={4}, ISSN={2365-6549}, url={http://dx.doi.org/10.1002/slct.201803706}, DOI={10.1002/slct.201803706}, number={13}, journal={ChemistrySelect}, publisher={Wiley}, author={Luo, Wenyang and Zheng, Yue and Yan, Jun and Chen, Yunlin}, year={2019}, month=apr, pages={3936–3939} } ","Luo, W., Zheng, Y., Yan, J., & Chen, Y. (2019). Three‐Dimensional Ordered Structures of Metal‐Organic Frameworks for Carbon Tetrachloride Sensing and Comparative Study. ChemistrySelect, 4(13), 3936–3939. Portico. https://doi.org/10.1002/slct.201803706 ","apa"
0,"https://doi.org/10.1001/archpedi.1933.01950160226024"," @article{1933, volume={45}, ISSN={1072-4710}, url={http://dx.doi.org/10.1001/archpedi.1933.01950160226024}, DOI={10.1001/archpedi.1933.01950160226024}, number={3}, journal={Archives of Pediatrics &amp; Adolescent Medicine}, publisher={American Medical Association (AMA)}, year={1933}, month=mar, pages={684} } ","Management of the Sick Infant., 1933. . Archives of Pediatrics &amp; Adolescent Medicine 45, 684. https://doi.org/10.1001/archpedi.1933.01950160226024 ","elsevier-harvard"
0,"https://doi.org/10.1590/s1517-74912003000400013"," @article{Pazelli_2003, title={Prevalence of microorganisms in root canals of human deciduous teeth with necrotic pulp and chronic periapical lesions}, volume={17}, ISSN={1517-7491}, url={http://dx.doi.org/10.1590/s1517-74912003000400013}, DOI={10.1590/s1517-74912003000400013}, number={4}, journal={Pesquisa Odontológica Brasileira}, publisher={FapUNIFESP (SciELO)}, author={Pazelli, Luciana Cunha and Freitas, Aldevina Campos de and Ito, Izabel Yoko and Souza-Gugelmin, Maria Cristina Monteiro de and Medeiros, Alexandra Sárzyla and Nelson-Filho, Paulo}, year={2003}, month=dec, pages={367–371} } ","Pazelli, Luciana Cunha, Aldevina Campos de Freitas, Izabel Yoko Ito, Maria Cristina Monteiro de Souza-Gugelmin, Alexandra Sárzyla Medeiros, and Paulo Nelson-Filho. 2003. “Prevalence of Microorganisms in Root Canals of Human Deciduous Teeth with Necrotic Pulp and Chronic Periapical Lesions.” Pesquisa Odontológica Brasileira 17 (4): 367–71. https://doi.org/10.1590/s1517-74912003000400013. ","chicago-author-date"
0,"https://doi.org/10.1017/s0368393100114609"," @article{1932, 1930. Two vols.)_1932, volume={36}, ISSN={2398-4600}, url={http://dx.doi.org/10.1017/s0368393100114609}, DOI={10.1017/s0368393100114609}, number={256}, journal={Journal of the Royal Aeronautical Society}, publisher={Cambridge University Press (CUP)}, year={1932}, month=apr, pages={382–382} } ","“Cinquième Congrès International de La Navigation Aérienne. (La Haye, 1930. Two Vols.).” Journal of the Royal Aeronautical Society, vol. 36, no. 256, Apr. 1932, pp. 382–382. Crossref, https://doi.org/10.1017/s0368393100114609. ","mla"
0,"https://doi.org/10.1182/blood.v67.5.1356.1356"," @article{Girma_1986, title={Mapping of distinct von Willebrand factor domains interacting with platelet GPIb and GPIIb/IIIa and with collagen using monoclonal antibodies}, volume={67}, ISSN={1528-0020}, url={http://dx.doi.org/10.1182/blood.v67.5.1356.1356}, DOI={10.1182/blood.v67.5.1356.1356}, number={5}, journal={Blood}, publisher={American Society of Hematology}, author={Girma, JP and Kalafatis, M and Pietu, G and Lavergne, JM and Chopek, MW and Edgington, TS and Meyer, D}, year={1986}, month=may, pages={1356–1366} } ","Girma, J., M. Kalafatis, G. Pietu, J. Lavergne, M. Chopek, T. Edgington & D. Meyer, 1986. Mapping of distinct von Willebrand factor domains interacting with platelet GPIb and GPIIb/IIIa and with collagen using monoclonal antibodies. Blood, 67: 1356–1366. American Society of Hematology. ","ecoscience"
0,"https://doi.org/10.1109/oceans.2005.1639779"," @article{Arakelyan, title={Sea Surface Radar-Radiometer Joint Image’s Natural Origin Signatures Radio Contrast and Spatial Size’s Distributions Properties for Various Meteorology and Seas}, url={http://dx.doi.org/10.1109/oceans.2005.1639779}, DOI={10.1109/oceans.2005.1639779}, journal={Proceedings of OCEANS 2005 MTS/IEEE}, publisher={IEEE}, author={Arakelyan, A.K. and Hambaryan, A.K. and Manukyan, M.R. and Arakelyan, A.A.} } ","Arakelyan, A. K., A. K. Hambaryan, M. R. Manukyan & A. A. Arakelyan, (in press). Sea Surface Radar-Radiometer Joint Image’s Natural Origin Signatures Radio Contrast and Spatial Size’s Distributions Properties for Various Meteorology and Seas. Proceedings of OCEANS 2005 MTS/IEEE. IEEE. ","ecoscience"
0,"https://doi.org/10.5144/0256-4947.2016.26.1.1200"," @article{Al_Badawi_2016, title={Single-port laparoscopic surgery for benign salpingo-ovarian pathology: a single-center experience from Saudi Arabia}, volume={36}, ISSN={0975-4466}, url={http://dx.doi.org/10.5144/0256-4947.2016.26.1.1200}, DOI={10.5144/0256-4947.2016.26.1.1200}, number={1}, journal={Annals of Saudi Medicine}, publisher={King Faisal Specialist Hospital and Research Centre}, author={Al-Badawi, Ismail A. and AlOmar, Osama and Albadawi, Naryman and Abu-Zaid, Ahmed}, year={2016}, month=jan, pages={64–69} } ","[1]I. A. Al-Badawi, O. AlOmar, N. Albadawi, and A. Abu-Zaid, “Single-port laparoscopic surgery for benign salpingo-ovarian pathology: a single-center experience from Saudi Arabia,” Annals of Saudi Medicine, vol. 36, no. 1, pp. 64–69, Jan. 2016, doi: 10.5144/0256-4947.2016.26.1.1200. ","ieee"
0,"https://doi.org/10.1007/s12205-017-0208-7"," @article{Kim_2018, title={Effects of Distance of Breaker Disk on Performance of Ejector Type Microbubble Generator}, volume={22}, ISSN={1976-3808}, url={http://dx.doi.org/10.1007/s12205-017-0208-7}, DOI={10.1007/s12205-017-0208-7}, number={4}, journal={KSCE Journal of Civil Engineering}, publisher={Springer Science and Business Media LLC}, author={Kim, Hyun-Sik and Lim, Ji-Young and Park, Soo-Young and Kim, Jin-Han}, year={2018}, month=apr, pages={1096–1100} } ","Kim, Hyun-Sik, Ji-Young Lim, Soo-Young Park, and Jin-Han Kim. 2018. “Effects of Distance of Breaker Disk on Performance of Ejector Type Microbubble Generator.” KSCE Journal of Civil Engineering 22 (4): 1096–1100. https://doi.org/10.1007/s12205-017-0208-7. ","chicago-author-date"
0,"https://doi.org/10.1007/s11432-023-3752-3"," @article{Ning_2023, title={From lab to fab: path forward for 2D material electronics}, volume={66}, ISSN={1869-1919}, url={http://dx.doi.org/10.1007/s11432-023-3752-3}, DOI={10.1007/s11432-023-3752-3}, number={6}, journal={Science China Information Sciences}, publisher={Springer Science and Business Media LLC}, author={Ning, Hongkai and Yu, Zhihao and Li, Taotao and Shen, Haoliang and Long, Gen and Shi, Yi and Wang, Xinran}, year={2023}, month=may } ","[1]H. Ning et al., “From lab to fab: path forward for 2D material electronics,” Science China Information Sciences, vol. 66, no. 6, May 2023, doi: 10.1007/s11432-023-3752-3. ","ieee"
0,"https://doi.org/10.1063/1.1734038"," @article{Beckel_1963, title={Application of the Second-Order WBK Approximation to Radial Problems}, volume={39}, ISSN={1089-7690}, url={http://dx.doi.org/10.1063/1.1734038}, DOI={10.1063/1.1734038}, number={1}, journal={The Journal of Chemical Physics}, publisher={AIP Publishing}, author={Beckel, Charles L. and Nakhleh, Jamil}, year={1963}, month=jul, pages={94–97} } ","[1]C. L. Beckel and J. Nakhleh, “Application of the Second-Order WBK Approximation to Radial Problems,” The Journal of Chemical Physics, vol. 39, no. 1, pp. 94–97, Jul. 1963, doi: 10.1063/1.1734038. ","ieee"
0,"https://doi.org/10.1063/5.0079147"," @article{Ibrahim_2022, title={Effect of Kaolin-Alumina ratio on physical and structural properties of ceramic porcelain}, ISSN={0094-243X}, url={http://dx.doi.org/10.1063/5.0079147}, DOI={10.1063/5.0079147}, journal={AIP Conference Proceedings}, publisher={AIP Publishing}, author={Ibrahim, Norfadhilah and Khanan, Nur Izyan and Mohamed, Julie Juliewatty and Nor, Amal Najihah Mohamad and Nawawi, Siti Aisyah and Jamil, Rohazaini Muhammad and Nordin, Norhuda Hidayah}, year={2022} } ","Ibrahim, Norfadhilah, et al. “Effect of Kaolin-Alumina Ratio on Physical and Structural Properties of Ceramic Porcelain.” AIP Conference Proceedings, 2022. Crossref, https://doi.org/10.1063/5.0079147. ","mla"
0,"https://doi.org/10.1016/j.cois.2014.09.009"," @article{Lucas_2014, title={Ageing and somatic maintenance in social insects}, volume={5}, ISSN={2214-5745}, url={http://dx.doi.org/10.1016/j.cois.2014.09.009}, DOI={10.1016/j.cois.2014.09.009}, journal={Current Opinion in Insect Science}, publisher={Elsevier BV}, author={Lucas, Eric R and Keller, Laurent}, year={2014}, month=nov, pages={31–36} } ","Lucas, E.R., Keller, L., 2014. Ageing and somatic maintenance in social insects. Current Opinion in Insect Science 5, 31–36. https://doi.org/10.1016/j.cois.2014.09.009 ","elsevier-harvard"
0,"https://doi.org/10.2172/1826130"," @article{Dighamber_2021, title={Hunting Gravitational Wave Mergers with Cosmic Surveys}, url={http://dx.doi.org/10.2172/1826130}, DOI={10.2172/1826130}, journal={Hunting Gravitational Wave Mergers with Cosmic Surveys}, publisher={US DOE}, author={Dighamber, Mohit}, year={2021}, month=jan } ","Dighamber, M. (2021). Hunting Gravitational Wave Mergers with Cosmic Surveys. Hunting Gravitational Wave Mergers with Cosmic Surveys. https://doi.org/10.2172/1826130 ","apa"
0,"https://doi.org/10.1515/9781618112637-fm"," @article{2019, url={http://dx.doi.org/10.1515/9781618112637-fm}, DOI={10.1515/9781618112637-fm}, journal={Andrei Siniavskii}, publisher={Academic Studies Press}, year={2019}, month=dec, pages={i–v} } ","“Frontmatter.” 2019. Andrei Siniavskii, December, i–v. https://doi.org/10.1515/9781618112637-fm. ","chicago-author-date"
0,"https://doi.org/10.1017/chol9780521454292.012"," @article{Bohlman_1998, title={Immigrant, folk, and regional musics in the twentieth century}, ISBN={9781139055383}, url={http://dx.doi.org/10.1017/chol9780521454292.012}, DOI={10.1017/chol9780521454292.012}, journal={The Cambridge History of American Music}, publisher={Cambridge University Press}, author={Bohlman, Philip V.}, year={1998}, month=nov, pages={276–308} } ","Bohlman, Philip V. 1998. “Immigrant, Folk, and Regional Musics in the Twentieth Century.” The Cambridge History of American Music, November, 276–308. https://doi.org/10.1017/chol9780521454292.012. ","chicago-author-date"
0,"https://doi.org/10.1002/(sici)1097-0126(199709)44:1<>1.0.co;2-v"," @article{1997, volume={44}, ISSN={1097-0126}, url={http://dx.doi.org/10.1002/(sici)1097-0126(199709)44:1<>1.0.co;2-v}, DOI={10.1002/(sici)1097-0126(199709)44:1<>1.0.co;2-v}, number={1}, journal={Polymer International}, publisher={Wiley}, year={1997}, month=sep } ","1997. Polymer International 44 (1). https://doi.org/10.1002/(sici)1097-0126(199709)44:1<>1.0.co;2-v. ","chicago-author-date"
0,"https://doi.org/10.1145/268437.268774"," @article{Harmonosky_1997, title={Selective rerouting using simulated steady state system data}, url={http://dx.doi.org/10.1145/268437.268774}, DOI={10.1145/268437.268774}, journal={Proceedings of the 29th conference on Winter simulation  - WSC ’97}, publisher={ACM Press}, author={Harmonosky, Catherine M. and Farr, Robert H. and Ni, Ming-Chuan}, year={1997} } ","Harmonosky, Catherine M., et al. “Selective Rerouting Using Simulated Steady State System Data.” Proceedings of the 29th Conference on Winter Simulation  - WSC ’97, 1997. Crossref, https://doi.org/10.1145/268437.268774. ","mla"
0,"https://doi.org/10.12775/jcrl.2019.010"," @article{Grytsyshen_2020, title={The System of Public-Private Partnership in the Sphere of State Policy Implementation of Circular Economy}, volume={6}, ISSN={2392-2680}, url={http://dx.doi.org/10.12775/jcrl.2019.010}, DOI={10.12775/jcrl.2019.010}, number={3}, journal={Journal of Corporate Responsibility and Leadership}, publisher={Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University}, author={Grytsyshen, Dymytrii and Sergiienko, Larysa and Ksendzuk, Valentyna}, year={2020}, month=jan, pages={29} } ","[1]D. Grytsyshen, L. Sergiienko, and V. Ksendzuk, “The System of Public-Private Partnership in the Sphere of State Policy Implementation of Circular Economy,” Journal of Corporate Responsibility and Leadership, vol. 6, no. 3, p. 29, Jan. 2020, doi: 10.12775/jcrl.2019.010. ","ieee"
